sequence_id,view_id,amass_npz,subject_range,subject_lateral,radar_height,native_frames,mocap_rate_hz,duration_s,estimated_windows
view0__BMLmovi__Subject_62_F_MoSh__Subject_62_F_9,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_62_F_MoSh/Subject_62_F_9_stageii.npz,4.0,0.0,1.0,445,120.0,3.7,6
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_10,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_10_stageii.npz,4.0,0.0,1.0,1153,120.0,9.6,18
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_11,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_11_stageii.npz,4.0,0.0,1.0,1289,120.0,10.733333333333333,20
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_12,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_12_stageii.npz,4.0,0.0,1.0,373,120.0,3.1,5
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_13,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_13_stageii.npz,4.0,0.0,1.0,417,120.0,3.466666666666667,5
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_14,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_14_stageii.npz,4.0,0.0,1.0,469,120.0,3.9,6
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_15,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_15_stageii.npz,4.0,0.0,1.0,397,120.0,3.3,5
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_16,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_16_stageii.npz,4.0,0.0,1.0,397,120.0,3.3,5
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_17,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_17_stageii.npz,4.0,0.0,1.0,365,120.0,3.033333333333333,5
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_18,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_18_stageii.npz,4.0,0.0,1.0,441,120.0,3.6666666666666665,6
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_19,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_19_stageii.npz,4.0,0.0,1.0,1025,120.0,8.533333333333333,16
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_1,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_1_stageii.npz,4.0,0.0,1.0,705,120.0,5.866666666666666,10
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_20,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_20_stageii.npz,4.0,0.0,1.0,409,120.0,3.4,5
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_21,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_21_stageii.npz,4.0,0.0,1.0,1141,120.0,9.5,18
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_2,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_2_stageii.npz,4.0,0.0,1.0,473,120.0,3.933333333333333,6
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_3,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_3_stageii.npz,4.0,0.0,1.0,437,120.0,3.6333333333333333,6
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_4,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_4_stageii.npz,4.0,0.0,1.0,989,120.0,8.233333333333333,15
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_5,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_5_stageii.npz,4.0,0.0,1.0,1185,120.0,9.866666666666667,18
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_6,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_6_stageii.npz,4.0,0.0,1.0,549,120.0,4.566666666666666,8
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_7,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_7_stageii.npz,4.0,0.0,1.0,669,120.0,5.566666666666666,10
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_8,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_8_stageii.npz,4.0,0.0,1.0,541,120.0,4.5,8
view0__BMLmovi__Subject_63_F_MoSh__Subject_63_F_9,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_63_F_MoSh/Subject_63_F_9_stageii.npz,4.0,0.0,1.0,477,120.0,3.966666666666667,6
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_10,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_10_stageii.npz,4.0,0.0,1.0,1305,120.0,10.866666666666667,20
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_11,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_11_stageii.npz,4.0,0.0,1.0,577,120.0,4.8,8
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_12,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_12_stageii.npz,4.0,0.0,1.0,525,120.0,4.366666666666666,7
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_13,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_13_stageii.npz,4.0,0.0,1.0,465,120.0,3.8666666666666667,6
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_14,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_14_stageii.npz,4.0,0.0,1.0,473,120.0,3.933333333333333,6
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_15,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_15_stageii.npz,4.0,0.0,1.0,753,120.0,6.266666666666667,11
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_16,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_16_stageii.npz,4.0,0.0,1.0,1085,120.0,9.033333333333333,17
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_17,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_17_stageii.npz,4.0,0.0,1.0,1261,120.0,10.5,20
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_18,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_18_stageii.npz,4.0,0.0,1.0,633,120.0,5.266666666666667,9
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_19,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_19_stageii.npz,4.0,0.0,1.0,481,120.0,4.0,7
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_1,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_1_stageii.npz,4.0,0.0,1.0,477,120.0,3.966666666666667,6
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_20,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_20_stageii.npz,4.0,0.0,1.0,525,120.0,4.366666666666666,7
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_21,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_21_stageii.npz,4.0,0.0,1.0,889,120.0,7.4,13
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_2,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_2_stageii.npz,4.0,0.0,1.0,465,120.0,3.8666666666666667,6
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_3,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_3_stageii.npz,4.0,0.0,1.0,465,120.0,3.8666666666666667,6
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_4,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_4_stageii.npz,4.0,0.0,1.0,629,120.0,5.233333333333333,9
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_5,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_5_stageii.npz,4.0,0.0,1.0,817,120.0,6.8,12
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_6,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_6_stageii.npz,4.0,0.0,1.0,569,120.0,4.733333333333333,8
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_7,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_7_stageii.npz,4.0,0.0,1.0,453,120.0,3.7666666666666666,6
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_8,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_8_stageii.npz,4.0,0.0,1.0,457,120.0,3.8,6
view0__BMLmovi__Subject_64_F_MoSh__Subject_64_F_9,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_64_F_MoSh/Subject_64_F_9_stageii.npz,4.0,0.0,1.0,1197,120.0,9.966666666666667,18
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_10,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_10_stageii.npz,4.0,0.0,1.0,761,120.0,6.333333333333333,11
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_11,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_11_stageii.npz,4.0,0.0,1.0,509,120.0,4.233333333333333,7
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_12,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_12_stageii.npz,4.0,0.0,1.0,509,120.0,4.233333333333333,7
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_13,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_13_stageii.npz,4.0,0.0,1.0,657,120.0,5.466666666666667,9
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_14,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_14_stageii.npz,4.0,0.0,1.0,1081,120.0,9.0,17
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_15,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_15_stageii.npz,4.0,0.0,1.0,537,120.0,4.466666666666667,7
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_16,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_16_stageii.npz,4.0,0.0,1.0,501,120.0,4.166666666666667,7
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_17,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_17_stageii.npz,4.0,0.0,1.0,857,120.0,7.133333333333334,13
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_18,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_18_stageii.npz,4.0,0.0,1.0,1093,120.0,9.1,17
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_19,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_19_stageii.npz,4.0,0.0,1.0,357,120.0,2.966666666666667,4
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_1,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_1_stageii.npz,4.0,0.0,1.0,337,120.0,2.8,4
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_20,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_20_stageii.npz,4.0,0.0,1.0,453,120.0,3.7666666666666666,6
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_21,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_21_stageii.npz,4.0,0.0,1.0,1289,120.0,10.733333333333333,20
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_2,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_2_stageii.npz,4.0,0.0,1.0,1925,120.0,16.033333333333335,31
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_3,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_3_stageii.npz,4.0,0.0,1.0,433,120.0,3.6,6
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_4,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_4_stageii.npz,4.0,0.0,1.0,1329,120.0,11.066666666666666,21
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_5,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_5_stageii.npz,4.0,0.0,1.0,433,120.0,3.6,6
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_6,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_6_stageii.npz,4.0,0.0,1.0,497,120.0,4.133333333333334,7
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_7,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_7_stageii.npz,4.0,0.0,1.0,365,120.0,3.033333333333333,5
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_8,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_8_stageii.npz,4.0,0.0,1.0,373,120.0,3.1,5
view0__BMLmovi__Subject_65_F_MoSh__Subject_65_F_9,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_65_F_MoSh/Subject_65_F_9_stageii.npz,4.0,0.0,1.0,549,120.0,4.566666666666666,8
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_10,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_10_stageii.npz,4.0,0.0,1.0,1225,120.0,10.2,19
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_11,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_11_stageii.npz,4.0,0.0,1.0,1745,120.0,14.533333333333333,28
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_12,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_12_stageii.npz,4.0,0.0,1.0,497,120.0,4.133333333333334,7
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_13,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_13_stageii.npz,4.0,0.0,1.0,953,120.0,7.933333333333334,14
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_14,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_14_stageii.npz,4.0,0.0,1.0,1217,120.0,10.133333333333333,19
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_15,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_15_stageii.npz,4.0,0.0,1.0,849,120.0,7.066666666666666,13
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_16,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_16_stageii.npz,4.0,0.0,1.0,1357,120.0,11.3,21
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_17,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_17_stageii.npz,4.0,0.0,1.0,549,120.0,4.566666666666666,8
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_18,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_18_stageii.npz,4.0,0.0,1.0,461,120.0,3.8333333333333335,6
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_19,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_19_stageii.npz,4.0,0.0,1.0,525,120.0,4.366666666666666,7
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_1,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_1_stageii.npz,4.0,0.0,1.0,537,120.0,4.466666666666667,7
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_20,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_20_stageii.npz,4.0,0.0,1.0,721,120.0,6.0,11
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_21,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_21_stageii.npz,4.0,0.0,1.0,625,120.0,5.2,9
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_2,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_2_stageii.npz,4.0,0.0,1.0,529,120.0,4.4,7
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_3,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_3_stageii.npz,4.0,0.0,1.0,525,120.0,4.366666666666666,7
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_4,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_4_stageii.npz,4.0,0.0,1.0,513,120.0,4.266666666666667,7
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_5,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_5_stageii.npz,4.0,0.0,1.0,521,120.0,4.333333333333333,7
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_6,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_6_stageii.npz,4.0,0.0,1.0,933,120.0,7.766666666666667,14
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_7,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_7_stageii.npz,4.0,0.0,1.0,689,120.0,5.733333333333333,10
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_8,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_8_stageii.npz,4.0,0.0,1.0,709,120.0,5.9,10
view0__BMLmovi__Subject_66_F_MoSh__Subject_66_F_9,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_66_F_MoSh/Subject_66_F_9_stageii.npz,4.0,0.0,1.0,669,120.0,5.566666666666666,10
view0__BMLmovi__Subject_67_F_MoSh__Subject_67_F_10,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_67_F_MoSh/Subject_67_F_10_stageii.npz,4.0,0.0,1.0,917,120.0,7.633333333333334,14
view0__BMLmovi__Subject_67_F_MoSh__Subject_67_F_11,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_67_F_MoSh/Subject_67_F_11_stageii.npz,4.0,0.0,1.0,553,120.0,4.6,8
view0__BMLmovi__Subject_67_F_MoSh__Subject_67_F_12,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_67_F_MoSh/Subject_67_F_12_stageii.npz,4.0,0.0,1.0,637,120.0,5.3,9
view0__BMLmovi__Subject_67_F_MoSh__Subject_67_F_13,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_67_F_MoSh/Subject_67_F_13_stageii.npz,4.0,0.0,1.0,481,120.0,4.0,7
view0__BMLmovi__Subject_67_F_MoSh__Subject_67_F_14,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_67_F_MoSh/Subject_67_F_14_stageii.npz,4.0,0.0,1.0,937,120.0,7.8,14
view0__BMLmovi__Subject_67_F_MoSh__Subject_67_F_15,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_67_F_MoSh/Subject_67_F_15_stageii.npz,4.0,0.0,1.0,581,120.0,4.833333333333333,8
view0__BMLmovi__Subject_67_F_MoSh__Subject_67_F_16,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_67_F_MoSh/Subject_67_F_16_stageii.npz,4.0,0.0,1.0,489,120.0,4.066666666666666,7
